locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFAJBHHO_03110	CDS	648	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
EFAJBHHO_03111	CDS	870	rob_2		COG2207	Right origin-binding protein
EFAJBHHO_03112	CDS	474				hypothetical protein
EFAJBHHO_03113	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
EFAJBHHO_03114	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
EFAJBHHO_03115	CDS	1353	creD		COG4452	Inner membrane protein CreD
EFAJBHHO_03116	CDS	717	arcA_2		COG0745	Aerobic respiration control protein ArcA
EFAJBHHO_03117	CDS	687		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
EFAJBHHO_03118	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
EFAJBHHO_03119	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
EFAJBHHO_03120	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
EFAJBHHO_03121	CDS	297				hypothetical protein
EFAJBHHO_03122	CDS	777				hypothetical protein
EFAJBHHO_03123	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
EFAJBHHO_03124	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
EFAJBHHO_03125	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EFAJBHHO_03126	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
EFAJBHHO_03127	CDS	714				hypothetical protein
EFAJBHHO_03128	CDS	405				hypothetical protein
EFAJBHHO_03129	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
EFAJBHHO_03130	CDS	1131	dnaJ_1		COG0484	Chaperone protein DnaJ
EFAJBHHO_03131	CDS	210	hokC_2			Toxic protein HokC
EFAJBHHO_03132	CDS	762				hypothetical protein
EFAJBHHO_03133	CDS	1494	atsA_2	3.1.6.1	COG3119	Arylsulfatase
EFAJBHHO_03134	CDS	1260				hypothetical protein
EFAJBHHO_03135	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
EFAJBHHO_03136	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
EFAJBHHO_03137	CDS	264	rpsT		COG0268	30S ribosomal protein S20
EFAJBHHO_03138	CDS	942	ribF		COG0196	Riboflavin biosynthesis protein RibF
EFAJBHHO_03139	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EFAJBHHO_03140	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
EFAJBHHO_03141	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
EFAJBHHO_03142	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EFAJBHHO_03143	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
EFAJBHHO_03144	CDS	366				hypothetical protein
EFAJBHHO_03145	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EFAJBHHO_03146	CDS	1149	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
EFAJBHHO_03147	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EFAJBHHO_03148	CDS	459				hypothetical protein
EFAJBHHO_03149	CDS	396				hypothetical protein
EFAJBHHO_03150	CDS	591	yrdA_2		COG0663	Protein YrdA
EFAJBHHO_03151	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
EFAJBHHO_03152	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
EFAJBHHO_03153	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
EFAJBHHO_03154	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
EFAJBHHO_03155	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
EFAJBHHO_03156	CDS	771	fixA_2		COG2086	Protein FixA
EFAJBHHO_03157	CDS	942	fixB_2		COG2025	Protein FixB
EFAJBHHO_03158	CDS	1287		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
EFAJBHHO_03159	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
EFAJBHHO_03160	CDS	1332	ygcS_2			Inner membrane metabolite transport protein YgcS
EFAJBHHO_03161	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
EFAJBHHO_03162	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
EFAJBHHO_03163	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
EFAJBHHO_03164	CDS	234	ccdA_2		COG5302	Antitoxin CcdA
EFAJBHHO_03165	CDS	123				hypothetical protein
EFAJBHHO_03166	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
EFAJBHHO_03167	CDS	378	apaG		COG2967	Protein ApaG
EFAJBHHO_03168	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EFAJBHHO_03169	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
EFAJBHHO_03170	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
EFAJBHHO_03171	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
EFAJBHHO_03172	CDS	882	djlA		COG1076	Co-chaperone protein DjlA
EFAJBHHO_03173	CDS	660	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
EFAJBHHO_03174	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
EFAJBHHO_03175	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
EFAJBHHO_03176	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
EFAJBHHO_03177	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
EFAJBHHO_03178	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
EFAJBHHO_03179	CDS	846	araC			Arabinose operon regulatory protein
EFAJBHHO_03180	CDS	849				hypothetical protein
EFAJBHHO_03181	CDS	423				hypothetical protein
EFAJBHHO_03182	CDS	765	yabI		COG0586	Inner membrane protein YabI
EFAJBHHO_03183	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
EFAJBHHO_03184	CDS	1611	cysW_1		COG4208	Sulfate transport system permease protein CysW
EFAJBHHO_03185	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
EFAJBHHO_03186	CDS	1656	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
EFAJBHHO_03187	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
EFAJBHHO_03188	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
EFAJBHHO_03189	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EFAJBHHO_03190	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EFAJBHHO_03191	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
EFAJBHHO_03192	CDS	945	leuO			HTH-type transcriptional regulator LeuO
EFAJBHHO_03193	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
EFAJBHHO_03194	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
EFAJBHHO_03195	CDS	1005	cra		COG1609	Catabolite repressor/activator
EFAJBHHO_03196	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
EFAJBHHO_03197	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
EFAJBHHO_03198	CDS	366	ftsL		COG3116	Cell division protein FtsL
EFAJBHHO_03199	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
EFAJBHHO_03200	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EFAJBHHO_03201	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EFAJBHHO_03202	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EFAJBHHO_03203	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
EFAJBHHO_03204	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EFAJBHHO_03205	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EFAJBHHO_03206	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
EFAJBHHO_03207	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
EFAJBHHO_03208	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
EFAJBHHO_03209	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
EFAJBHHO_03210	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
EFAJBHHO_03211	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
EFAJBHHO_03212	CDS	588	secM			Secretion monitor
EFAJBHHO_03213	CDS	2706	secA_2		COG0653	Protein translocase subunit SecA
EFAJBHHO_03214	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
EFAJBHHO_03215	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
EFAJBHHO_03216	CDS	744	zapD		COG4582	Cell division protein ZapD
EFAJBHHO_03217	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EFAJBHHO_03218	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
EFAJBHHO_03219	CDS	822	epsF_1		COG1459	Type II secretion system protein F
EFAJBHHO_03220	CDS	351				hypothetical protein
EFAJBHHO_03221	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
EFAJBHHO_03222	CDS	441	pilE1		COG4969	Fimbrial protein
EFAJBHHO_03223	CDS	894	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
EFAJBHHO_03224	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
EFAJBHHO_03225	CDS	855	ampE		COG3725	Protein AmpE
EFAJBHHO_03226	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
EFAJBHHO_03227	CDS	1782	pys1	3.1.-.-		Pyocin-S1
EFAJBHHO_03228	CDS	285	imm_1			Colicin-E7 immunity protein
EFAJBHHO_03229	CDS	291	imm_2			Colicin-E7 immunity protein
EFAJBHHO_03230	CDS	291	imm_3			Colicin-E7 immunity protein
EFAJBHHO_03231	CDS	765	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
EFAJBHHO_03232	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
EFAJBHHO_03233	CDS	1869	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EFAJBHHO_03234	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EFAJBHHO_03235	CDS	1758				hypothetical protein
EFAJBHHO_03236	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
EFAJBHHO_03237	CDS	363				hypothetical protein
EFAJBHHO_03238	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
EFAJBHHO_03239	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
EFAJBHHO_03240	CDS	309				hypothetical protein
EFAJBHHO_03241	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
EFAJBHHO_03242	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
EFAJBHHO_03243	CDS	549	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
EFAJBHHO_03244	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
EFAJBHHO_03245	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
EFAJBHHO_03246	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
EFAJBHHO_03247	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
EFAJBHHO_03248	CDS	1230	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
EFAJBHHO_03249	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
EFAJBHHO_03250	CDS	885	rpnD_2	3.1.21.-		Recombination-promoting nuclease RpnD
EFAJBHHO_03251	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
EFAJBHHO_03252	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
EFAJBHHO_03253	CDS	1266	yadC			putative fimbrial-like protein YadC
EFAJBHHO_03254	CDS	597	yadK			putative fimbrial-like protein YadK
EFAJBHHO_03255	CDS	609	yadL			putative fimbrial-like protein YadL
EFAJBHHO_03256	CDS	567	yadM			putative fimbrial-like protein YadM
EFAJBHHO_03257	CDS	2589	htrE_2		COG3188	Outer membrane usher protein HtrE
EFAJBHHO_03258	CDS	741	yadV_2			putative fimbrial chaperone YadV
EFAJBHHO_03259	CDS	591	yadN			putative fimbrial-like protein YadN
EFAJBHHO_03260	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EFAJBHHO_03261	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
EFAJBHHO_03262	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
EFAJBHHO_03263	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
EFAJBHHO_03264	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
EFAJBHHO_03265	CDS	531	thpR	3.1.4.-	COG1514	RNA 2',3'-cyclic phosphodiesterase
EFAJBHHO_03266	CDS	2430	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
EFAJBHHO_03267	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
EFAJBHHO_03268	CDS	2244	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
EFAJBHHO_03269	CDS	798	fhuC_1	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
EFAJBHHO_03270	CDS	891	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EFAJBHHO_03271	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
EFAJBHHO_03272	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
EFAJBHHO_03273	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
EFAJBHHO_03274	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
EFAJBHHO_03275	CDS	624				hypothetical protein
EFAJBHHO_03276	CDS	801	btuF		COG0614	Vitamin B12-binding protein
EFAJBHHO_03277	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
EFAJBHHO_03278	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
EFAJBHHO_03279	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
EFAJBHHO_03280	CDS	1116	cdaR		COG3835	Carbohydrate diacid regulator
EFAJBHHO_03281	CDS	387				hypothetical protein
EFAJBHHO_03282	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
EFAJBHHO_03283	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
EFAJBHHO_03284	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
EFAJBHHO_03285	CDS	726	rpsB		COG0052	30S ribosomal protein S2
EFAJBHHO_03286	CDS	852	tsf		COG0264	Elongation factor Ts
EFAJBHHO_03287	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
EFAJBHHO_03288	CDS	558	frr		COG0233	Ribosome-recycling factor
EFAJBHHO_03289	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
EFAJBHHO_03290	CDS	759	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
EFAJBHHO_03291	CDS	153				hypothetical protein
EFAJBHHO_03292	CDS	750	cdsA_1	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
EFAJBHHO_03293	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
EFAJBHHO_03294	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
EFAJBHHO_03295	CDS	486	skp		COG2825	Chaperone protein Skp
EFAJBHHO_03296	CDS	1026	lpxD_1	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
EFAJBHHO_03297	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EFAJBHHO_03298	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
EFAJBHHO_03299	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
EFAJBHHO_03300	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EFAJBHHO_03301	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EFAJBHHO_03302	CDS	960	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EFAJBHHO_03303	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
EFAJBHHO_03304	CDS	390	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
EFAJBHHO_03305	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EFAJBHHO_03306	CDS	261	rof		COG4568	Protein rof
EFAJBHHO_03307	CDS	201				hypothetical protein
EFAJBHHO_03308	CDS	546	yaeQ		COG4681	putative protein YaeQ
EFAJBHHO_03309	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
EFAJBHHO_03310	CDS	711	nlpE		COG3015	Lipoprotein NlpE
EFAJBHHO_03311	CDS	825				hypothetical protein
EFAJBHHO_03312	CDS	1719	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
EFAJBHHO_03313	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
EFAJBHHO_03314	CDS	405	rcsF			Outer membrane lipoprotein RcsF
EFAJBHHO_03315	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
EFAJBHHO_03316	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
EFAJBHHO_03317	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EFAJBHHO_03318	CDS	129	hin_2		COG1961	DNA-invertase hin
EFAJBHHO_03319	CDS	1890				hypothetical protein
EFAJBHHO_03320	CDS	774				hypothetical protein
EFAJBHHO_03321	CDS	294				hypothetical protein
EFAJBHHO_03322	CDS	789				hypothetical protein
EFAJBHHO_03323	CDS	198				hypothetical protein
EFAJBHHO_03324	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
EFAJBHHO_03325	CDS	483	smpB		COG0691	SsrA-binding protein
EFAJBHHO_03326	CDS	477	pasT		COG2867	Persistence and stress-resistance toxin PasT
EFAJBHHO_03327	CDS	291	pasI		COG2914	Persistence and stress-resistance antitoxin PasI
EFAJBHHO_03328	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
EFAJBHHO_03329	CDS	1662	recN		COG0497	DNA repair protein RecN
EFAJBHHO_03330	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
EFAJBHHO_03331	CDS	594	grpE			Protein GrpE
EFAJBHHO_03332	CDS	1242				hypothetical protein
EFAJBHHO_03333	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
EFAJBHHO_03334	CDS	1362	ffh		COG0541	Signal recognition particle protein
EFAJBHHO_03335	CDS	249	rpsP		COG0228	30S ribosomal protein S16
EFAJBHHO_03336	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
EFAJBHHO_03337	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
EFAJBHHO_03338	CDS	348	rplS		COG0335	50S ribosomal protein L19
EFAJBHHO_03339	CDS	483			COG2885	Outer membrane protein Omp38
EFAJBHHO_03340	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
EFAJBHHO_03341	CDS	519				hypothetical protein
EFAJBHHO_03342	CDS	363				hypothetical protein
EFAJBHHO_03343	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
EFAJBHHO_03344	CDS	1122	tyrA		COG0287	T-protein
EFAJBHHO_03345	CDS	1161	pheA		COG0077	P-protein
EFAJBHHO_03346	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
EFAJBHHO_03347	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
EFAJBHHO_03348	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EFAJBHHO_03349	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
EFAJBHHO_03350	CDS	2574	clpB		COG0542	Chaperone protein ClpB
EFAJBHHO_03351	CDS	1029	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
EFAJBHHO_03352	CDS	1047				hypothetical protein
EFAJBHHO_03353	CDS	1440				hypothetical protein
EFAJBHHO_03354	CDS	291				hypothetical protein
EFAJBHHO_03355	CDS	180				hypothetical protein
EFAJBHHO_03356	CDS	486				hypothetical protein
EFAJBHHO_03357	CDS	504				hypothetical protein
EFAJBHHO_03358	CDS	489				hypothetical protein
EFAJBHHO_03359	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
EFAJBHHO_03360	CDS	447	ivy			Inhibitor of vertebrate lysozyme
EFAJBHHO_03361	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
EFAJBHHO_03362	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
EFAJBHHO_03363	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
EFAJBHHO_03364	CDS	741				hypothetical protein
EFAJBHHO_03365	CDS	759	mepH_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
EFAJBHHO_03366	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
EFAJBHHO_03367	CDS	1740	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
EFAJBHHO_03368	CDS	687	lafU		COG1360	Chemotaxis protein LafU
EFAJBHHO_03369	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
EFAJBHHO_03370	CDS	294	yafN		COG2161	Antitoxin YafN
EFAJBHHO_03371	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
EFAJBHHO_03372	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
EFAJBHHO_03373	CDS	1140	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
EFAJBHHO_03374	CDS	615	prfA_2		COG0216	Peptide chain release factor 1
EFAJBHHO_03375	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EFAJBHHO_03376	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EFAJBHHO_03377	CDS	1245				hypothetical protein
EFAJBHHO_03378	CDS	402	crl			Sigma factor-binding protein Crl
EFAJBHHO_03379	CDS	1056	phoE		COG3203	Outer membrane pore protein E
EFAJBHHO_03380	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
EFAJBHHO_03381	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EFAJBHHO_03382	tRNA	76				tRNA-Thr(cgt)
EFAJBHHO_03383	CDS	339	intS_2		COG0582	Prophage integrase IntS
EFAJBHHO_03384	CDS	912	tufB		COG0050	Elongation factor Tu 2
EFAJBHHO_03385	CDS	384	secE		COG0690	Protein translocase subunit SecE
EFAJBHHO_03386	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
EFAJBHHO_03387	CDS	429	rplK		COG0080	50S ribosomal protein L11
EFAJBHHO_03388	CDS	705	rplA		COG0081	50S ribosomal protein L1
EFAJBHHO_03389	CDS	498	rplJ		COG0244	50S ribosomal protein L10
EFAJBHHO_03390	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
EFAJBHHO_03391	CDS	4029	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
EFAJBHHO_03392	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
EFAJBHHO_03393	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
EFAJBHHO_03394	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
EFAJBHHO_03395	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
EFAJBHHO_03396	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
EFAJBHHO_03397	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
EFAJBHHO_03398	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
EFAJBHHO_03399	CDS	477	rsd		COG3160	Regulator of sigma D
EFAJBHHO_03400	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
EFAJBHHO_03401	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
EFAJBHHO_03402	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
EFAJBHHO_03403	CDS	591			COG3068	putative protein
EFAJBHHO_03404	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
EFAJBHHO_03405	CDS	636				hypothetical protein
EFAJBHHO_03406	CDS	420	zraP		COG3678	Zinc resistance-associated protein
EFAJBHHO_03407	CDS	129				hypothetical protein
EFAJBHHO_03408	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
EFAJBHHO_03409	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
EFAJBHHO_03410	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EFAJBHHO_03411	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
EFAJBHHO_03412	CDS	585				hypothetical protein
EFAJBHHO_03413	CDS	1059				hypothetical protein
EFAJBHHO_03414	CDS	426				hypothetical protein
EFAJBHHO_03415	CDS	549				hypothetical protein
EFAJBHHO_03416	CDS	1080				hypothetical protein
EFAJBHHO_03417	CDS	1329				hypothetical protein
EFAJBHHO_03418	CDS	1836				hypothetical protein
EFAJBHHO_03419	CDS	270				hypothetical protein
EFAJBHHO_03420	CDS	357				hypothetical protein
EFAJBHHO_03421	CDS	1497				hypothetical protein
